pair_id,segment_id,suggested_class,manual_class,confidence,review_status,notes
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,52,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,53,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,54,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,55,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,56,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,57,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,58,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,59,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,60,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,61,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,62,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,63,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,64,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,65,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,66,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,67,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,68,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,69,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,70,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,71,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,72,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,73,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,74,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,75,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,76,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,77,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,78,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,79,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,80,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,81,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,82,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,83,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,84,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,85,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,86,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,87,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,88,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,89,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,90,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,91,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,92,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,93,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,94,asphalt_road,asphalt_road,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,95,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,96,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,97,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,98,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,99,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,100,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,101,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,102,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,103,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,104,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,105,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,106,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,107,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,108,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,109,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,110,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,111,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,112,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,113,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,114,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,115,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,116,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,117,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,118,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,119,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,120,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,121,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,122,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,123,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,124,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,125,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,126,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,127,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,128,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,129,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,130,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,131,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,132,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,133,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,134,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,135,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,136,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,137,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,138,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,139,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,140,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,141,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,142,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,143,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,144,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,145,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,146,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,147,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,148,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,149,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,150,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143344_0009,151,roof,roof,medium,Not yet,
