pair_id,segment_id,suggested_class,manual_class,confidence,review_status,notes
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,18,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,19,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,20,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,21,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,22,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,23,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,24,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,25,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,26,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,27,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,28,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,29,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,30,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,31,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,32,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,33,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,34,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,35,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,36,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,37,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,38,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,39,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,40,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,41,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,42,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,43,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,44,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,45,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,46,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,47,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,48,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,49,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,50,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,51,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,52,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,53,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,54,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,55,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,56,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,57,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,58,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,59,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,60,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,61,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,62,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,63,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,64,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,65,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,66,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,67,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,68,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,69,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,70,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,71,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,72,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,73,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,74,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,75,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,76,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,77,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,78,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,79,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,80,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,81,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,82,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,83,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,84,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,85,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,86,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,87,grass_low_vegetation,grass_low_vegetation,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,88,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,89,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,90,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,91,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,92,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,93,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,94,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,95,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,96,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,97,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,98,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,99,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,100,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,101,asphalt_road,asphalt_road,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,102,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,103,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,104,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,105,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,106,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,107,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,108,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,109,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,110,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,111,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,112,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,113,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,114,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,115,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,116,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,117,vegetation_tree,vegetation_tree,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,118,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,119,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,120,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,121,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,122,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,123,unclear_ignore,unclear_ignore,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,124,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,125,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,126,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,127,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,128,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,129,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,130,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,131,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,132,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,133,roof,roof,low,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,134,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,135,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,136,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,137,concrete_pavement,concrete_pavement,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,138,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,139,vegetation_tree,vegetation_tree,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,140,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,141,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,142,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,143,roof,roof,medium,Not yet,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143401_0011,144,unclear_ignore,unclear_ignore,low,Not yet,
