pair_id,image_id,segment_id,pixel_count,pixel_fraction,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,centroid_x,centroid_y,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,std_h,std_s,std_v,texture,compactness,codex_prefill_class,codex_prefill_confidence,codex_prefill_reason,prefill_version
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,11,1804,0.00550537109375,360,19,430,110,398.9041019955654,64.0521064301552,96.02232360839844,110.85367584228516,111.73946380615234,0.4748619794845581,0.2205801010131836,0.4575929045677185,0.12304019927978516,0.1077229455113411,0.14088398218154907,0.11464447528123856,0.2761788120024495,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,12,2145,0.0065460205078125,148,24,220,86,184.96410256410257,60.03123543123543,88.7762222290039,107.48113250732422,109.1886978149414,0.4796745181083679,0.29979175329208374,0.4577884376049042,0.12780793011188507,0.1331017017364502,0.15861424803733826,0.11992016434669495,0.4664057403783431,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,13,902,0.002752685546875,606,25,639,79,626.8325942350333,52.146341463414636,173.56851196289062,174.14060974121094,154.2882537841797,0.2641063630580902,0.14437498152256012,0.6977599263191223,0.22359970211982727,0.07461762428283691,0.1256643533706665,0.12134654074907303,0.4823529411764706,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,14,2144,0.00654296875,503,29,579,86,532.088619402985,59.917910447761194,69.77581024169922,88.80406188964844,102.11445617675781,0.5432982444763184,0.363005131483078,0.4085591733455658,0.094764843583107,0.12023603916168213,0.10063394159078598,0.06416524946689606,0.4800716524854456,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,15,1859,0.0056732177734375,217,34,278,81,247.84991931145777,57.680473372781066,50.626102447509766,75.01959228515625,93.36103057861328,0.5698885917663574,0.46403226256370544,0.36660051345825195,0.02022520825266838,0.06486130505800247,0.04117521271109581,0.03374089300632477,0.6246639784946236,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,16,1808,0.005517578125,547,35,620,75,582.1703539823009,56.74557522123894,107.17809295654297,118.22064971923828,117.25164031982422,0.45387977361679077,0.1792277991771698,0.48489898443222046,0.14408570528030396,0.10632730275392532,0.14153163135051727,0.12583336234092712,0.5959129861568886,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,17,2680,0.0081787109375,82,40,163,125,127.5455223880597,78.7544776119403,118.52134704589844,134.83387756347656,121.70420837402344,0.3794863224029541,0.19233182072639465,0.5358588099479675,0.12043076008558273,0.0857338234782219,0.17543672025203705,0.1530579775571823,0.38003403289846854,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,18,2659,0.0081146240234375,29,51,115,111,69.25648740127868,81.11207220759684,115.053466796875,130.28707885742188,122.4723892211914,0.40902620553970337,0.19240857660770416,0.5235757827758789,0.12697765231132507,0.10232600569725037,0.17885614931583405,0.15915784239768982,0.5010363670623704,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,19,2547,0.0077728271484375,460,54,517,116,486.0816647035728,84.70318021201413,64.31243896484375,85.51313781738281,101.78026580810547,0.5627619624137878,0.3899243175983429,0.4017387926578522,0.050726357847452164,0.09788191318511963,0.08311931788921356,0.05458252876996994,0.6970443349753694,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,20,1652,0.00504150390625,339,57,392,122,365.1319612590799,84.08837772397095,111.02852630615234,125.17056274414062,117.79175567626953,0.41775447130203247,0.17536796629428864,0.49978795647621155,0.12291651964187622,0.08215634524822235,0.15223217010498047,0.13930416107177734,0.46352413019079686,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,21,2280,0.0069580078125,403,57,462,115,433.5451754385965,85.90394736842106,67.64158630371094,87.49890899658203,100.8076400756836,0.5537043809890747,0.356553852558136,0.3985370695590973,0.0635371282696724,0.10839848965406418,0.09193020313978195,0.06757579743862152,0.6440677966101694,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,22,1980,0.00604248046875,0,58,50,118,19.102525252525254,92.36919191919192,65.52091217041016,87.55322265625,101.69752502441406,0.5599623918533325,0.36960887908935547,0.4011053740978241,0.0412190705537796,0.06991639733314514,0.0662890300154686,0.04591904208064079,0.6364513018322083,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,23,3328,0.01015625,572,61,639,140,612.3849158653846,100.26502403846153,95.17496490478516,107.8922119140625,115.43022918701172,0.5112357139587402,0.22732220590114594,0.4632869362831116,0.1340639591217041,0.12078949064016342,0.11877954751253128,0.09263377636671066,0.611764705882353,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,24,1600,0.0048828125,308,63,363,118,335.334375,93.9325,59.389347076416016,81.85130310058594,93.92618560791016,0.557268500328064,0.3762683570384979,0.36838454008102417,0.014255596324801445,0.07590820640325546,0.05717049166560173,0.05052347481250763,0.5102040816326531,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,25,2133,0.0065093994140625,185,66,245,121,218.42334739803096,92.92686357243319,73.53691864013672,93.58415222167969,102.68885040283203,0.5231884121894836,0.3576323091983795,0.41815608739852905,0.10251078009605408,0.13406556844711304,0.12950143218040466,0.08824851363897324,0.6244145199063232,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,26,2007,0.0061248779296875,241,68,296,121,267.8171400099651,94.8181365221724,49.518245697021484,72.42628479003906,92.12930297851562,0.5767736434936523,0.4661227762699127,0.36129137873649597,0.007755103055387735,0.04889409616589546,0.03171694651246071,0.02741420641541481,0.6636904761904762,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,27,2093,0.0063873291015625,535,72,598,142,567.0673674151935,110.48733874820832,125.5083236694336,135.338623046875,125.11419677734375,0.3671111762523651,0.14357930421829224,0.5366867184638977,0.14232051372528076,0.06747984141111374,0.1560322791337967,0.14304617047309875,0.4606073943661972,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,28,1417,0.0043243408203125,148,77,203,122,174.51305575158787,98.53705010585745,83.57022094726562,102.73041534423828,106.52000427246094,0.4993650019168854,0.2874281704425812,0.43320995569229126,0.09963991492986679,0.12921905517578125,0.1439051628112793,0.1224542036652565,0.5500776397515528,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,29,1827,0.0055755615234375,360,77,432,142,397.58620689655174,112.85057471264368,71.8651351928711,91.1715316772461,100.0045166015625,0.5384534597396851,0.307189017534256,0.39609387516975403,0.05857844278216362,0.10496309399604797,0.08579687774181366,0.06997909396886826,0.3792029887920299,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,30,2981,0.0090972900390625,494,79,565,157,527.249916135525,117.40523314324052,93.05258178710938,107.98247528076172,111.92314910888672,0.4884530007839203,0.24446846544742584,0.45710229873657227,0.12182334810495377,0.13441184163093567,0.13084998726844788,0.10055265575647354,0.5240857946554149,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,31,1935,0.0059051513671875,72,90,139,146,106.2749354005168,117.44961240310077,158.40138244628906,170.6436004638672,139.29708862304688,0.26836633682250977,0.19555698335170746,0.6698758602142334,0.09688066691160202,0.06362687796354294,0.1571282595396042,0.12384536117315292,0.49922600619195046,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,32,1639,0.0050018310546875,37,91,98,146,61.821842586943255,121.50823672971325,61.270912170410156,84.21426391601562,99.6944351196289,0.5643742680549622,0.3932775855064392,0.39142999053001404,0.025134067982435226,0.07199692726135254,0.051342789083719254,0.03920726850628853,0.47206221198156684,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,33,1601,0.0048858642578125,270,101,319,156,295.31917551530296,129.10743285446597,52.8349609375,76.07579803466797,91.78335571289062,0.5642091631889343,0.4356379806995392,0.36104926466941833,0.03313101828098297,0.06526129692792892,0.05466722324490547,0.034388940781354904,0.5717857142857142,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,34,2382,0.007269287109375,398,105,477,169,444.1255247691016,133.91561712846348,57.07831954956055,77.94831085205078,94.87303924560547,0.5685740113258362,0.4077607989311218,0.3726242184638977,0.03408119082450867,0.09659724682569504,0.05057743936777115,0.04089001193642616,0.4580769230769231,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,35,1300,0.00396728515625,468,108,531,165,494.8453846153846,134.17615384615385,90.07849884033203,104.4601058959961,107.14464569091797,0.4957246780395508,0.21978625655174255,0.4328750967979431,0.11285384744405746,0.09726433455944061,0.1310216784477234,0.12360095977783203,0.35021551724137934,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,36,2801,0.0085479736328125,145,111,224,168,188.90539093181008,134.83113173866477,83.75547790527344,100.47860717773438,105.62969207763672,0.4904075562953949,0.2876720428466797,0.4319332242012024,0.12448082864284515,0.14457516372203827,0.13155050575733185,0.08511730283498764,0.6036637931034483,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,37,2044,0.00623779296875,221,111,274,167,247.33365949119374,138.20254403131116,57.55152130126953,78.9802017211914,95.49923706054688,0.5667691230773926,0.4145410656929016,0.37613576650619507,0.041972044855356216,0.08938021212816238,0.06776881217956543,0.04609571769833565,0.6640675763482781,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,38,1686,0.005145263671875,0,115,48,154,22.13938315539739,136.20344009489918,59.174373626708984,80.85601043701172,102.62288665771484,0.583246111869812,0.4251474440097809,0.40244269371032715,0.006705296691507101,0.033110104501247406,0.02613728865981102,0.021238798275589943,0.860204081632653,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,39,1977,0.0060333251953125,307,115,378,170,339.47749114820436,137.86899342438036,59.528194427490234,85.16909790039062,94.9728775024414,0.5450257658958435,0.3786683678627014,0.372573584318161,0.018550856038928032,0.07099238783121109,0.046085748821496964,0.03860700875520706,0.49032738095238093,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,40,3385,0.0103302001953125,350,115,432,191,387.301329394387,158.05819793205316,145.64688110351562,149.4385986328125,135.4552764892578,0.29792001843452454,0.15211273729801178,0.6045490503311157,0.1838328093290329,0.07652915269136429,0.16821883618831635,0.12252821028232574,0.5296510718197465,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,41,1560,0.0047607421875,116,119,172,183,142.85384615384615,147.64935897435896,160.49778747558594,169.19833374023438,141.5987091064453,0.23871050775051117,0.1681026965379715,0.6641888618469238,0.07092165946960449,0.052164480090141296,0.13515304028987885,0.12077554315328598,0.42105263157894735,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,42,2400,0.00732421875,576,123,639,190,614.8425,158.33458333333334,138.274169921875,146.3111114501953,130.37158203125,0.31753984093666077,0.15097084641456604,0.5790007710456848,0.14027997851371765,0.08440624177455902,0.1670750081539154,0.15232880413532257,0.5514705882352942,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,43,2698,0.008233642578125,527,134,608,190,565.7383246849519,160.11527057079317,101.37834930419922,112.90692138671875,112.68265533447266,0.4621870219707489,0.16846024990081787,0.45934349298477173,0.12649103999137878,0.09254053980112076,0.12675826251506805,0.11350004374980927,0.5772357723577236,asphalt_road,low,dark gray low-saturation hardscape heuristic,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,44,2692,0.00821533203125,414,137,522,199,475.3261515601783,166.5352897473997,75.43462371826172,92.31078338623047,101.56259155273438,0.5314401984214783,0.29396507143974304,0.40393519401550293,0.09026815742254257,0.11704935133457184,0.09741132706403732,0.06994348764419556,0.3920198048638416,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,45,2084,0.00635986328125,43,138,97,188,68.74904030710172,163.16986564299424,54.010650634765625,75.48924255371094,99.45543670654297,0.5876678228378296,0.4581935703754425,0.39002132415771484,0.006439671851694584,0.025956491008400917,0.028007864952087402,0.015039646066725254,0.7429590017825312,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,46,2594,0.007916259765625,108,138,178,226,139.0917501927525,186.11449498843484,89.43447875976562,105.83303833007812,106.81132507324219,0.47489961981773376,0.24146336317062378,0.4398880898952484,0.11627751588821411,0.12499712407588959,0.13328944146633148,0.1002064123749733,0.41050799177084984,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,47,1349,0.0041168212890625,85,142,125,204,104.95552260934025,172.81690140845072,66.1435775756836,87.96578216552734,99.80267333984375,0.5531877279281616,0.35322436690330505,0.39369404315948486,0.03646531328558922,0.08125247061252594,0.07421279698610306,0.05997242033481598,0.5222609368950832,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,48,1572,0.00479736328125,180,143,244,203,208.59796437659034,175.1946564885496,81.34324645996094,99.51878356933594,103.33979797363281,0.5218639969825745,0.27703797817230225,0.42575281858444214,0.09662436693906784,0.0840858444571495,0.11379482597112656,0.07251983880996704,0.39646910466582597,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,49,1910,0.005828857421875,259,144,318,190,287.7717277486911,167.39214659685865,46.056060791015625,67.99810791015625,85.46517944335938,0.5737006068229675,0.46317172050476074,0.335157573223114,0.006647312548011541,0.03664614260196686,0.022414034232497215,0.0180727019906044,0.6773049645390071,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,50,1068,0.00325927734375,154,148,202,200,174.5505617977528,175.70880149812734,138.5494842529297,151.32933044433594,128.4708709716797,0.29141926765441895,0.17264272272586823,0.5949941873550415,0.09745483100414276,0.05139312893152237,0.1564611941576004,0.11804012209177017,0.4112437427801309,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,51,1779,0.0054290771484375,0,154,48,193,22.499718943226533,174.06576728499158,55.4581184387207,77.2655029296875,100.32379150390625,0.5856136083602905,0.447749525308609,0.3934266269207001,0.004296282771974802,0.019784417003393173,0.01393391564488411,0.011731667444109917,0.9076530612244897,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,52,2035,0.0062103271484375,306,154,365,207,333.46879606879605,181.43734643734643,55.2734260559082,77.33282470703125,90.73524475097656,0.562587320804596,0.39623579382896423,0.35582640767097473,0.00931219756603241,0.059836357831954956,0.03939437121152878,0.028369121253490448,0.6280864197530864,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,53,1981,0.0060455322265625,219,163,272,223,247.18172640080766,190.46945986875315,46.260501861572266,66.6529312133789,84.15161895751953,0.5766699314117432,0.4530095160007477,0.33000636100769043,0.010326027870178223,0.039026904851198196,0.029393982142210007,0.018649453297257423,0.6013964784456588,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,54,2143,0.0065399169921875,495,165,583,218,542.1278581427905,191.4792347176855,135.082275390625,142.5076141357422,129.2497100830078,0.31677865982055664,0.12910549342632294,0.5623833537101746,0.13481368124485016,0.06265976279973984,0.13884484767913818,0.11738201975822449,0.4459009571369122,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,55,1120,0.00341796875,425,169,484,210,455.5625,187.97232142857143,129.8704833984375,135.30984497070312,124.57231140136719,0.30003562569618225,0.10111269354820251,0.5332106947898865,0.13740120828151703,0.06284771859645844,0.139689639210701,0.1295936107635498,0.4444444444444444,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,56,2892,0.00882568359375,572,171,639,242,608.622060857538,208.33091286307055,92.71269989013672,108.49513244628906,112.99852752685547,0.48858511447906494,0.2634451389312744,0.46276721358299255,0.1288815438747406,0.13676072657108307,0.13408063352108002,0.10362433642148972,0.5906862745098039,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,57,3108,0.00948486328125,345,182,435,261,393.98680823680826,215.75225225225225,150.1329803466797,165.3802490234375,168.10205078125,0.4526984989643097,0.22151894867420197,0.702078104019165,0.1888657808303833,0.10891695320606232,0.1626080572605133,0.11673545092344284,0.4269230769230769,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,58,1787,0.0054534912109375,443,182,519,261,479.25629546726356,225.9759373251259,102.37747192382812,113.60222625732422,112.13508605957031,0.4533558487892151,0.15575343370437622,0.45887652039527893,0.11909559369087219,0.09076320379972458,0.13719290494918823,0.13266345858573914,0.2900974025974026,vegetation_tree,medium,green or textured canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,59,2440,0.0074462890625,46,186,110,240,75.57868852459016,211.0684426229508,55.439945220947266,75.7269515991211,95.00675201416016,0.5759556889533997,0.42422711849212646,0.37320390343666077,0.03148716688156128,0.0865892544388771,0.0445166751742363,0.02797520160675049,0.6825174825174826,vegetation_tree,low,cool-toned shaded canopy-like segment,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,60,1917,0.0058502197265625,167,186,237,260,199.93322900365155,221.96400625978092,110.95790100097656,135.5330810546875,163.22601318359375,0.591506838798523,0.32857123017311096,0.6401020288467407,0.018616482615470886,0.1022820770740509,0.10977308452129364,0.08310797810554504,0.36,unclear_ignore,low,ambiguous mixed segment; human review needed,codex_draft_v1
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005,61,1155,0.0035247802734375,427,186,483,235,454.45714285714286,209.5082251082251,170.17034912109375,169.2870635986328,148.1289825439453,0.19586707651615143,0.1563386172056198,0.6823548674583435,0.14662715792655945,0.07273074239492416,0.14444510638713837,0.1300695389509201,0.4052631578947368,roof,low,medium-bright compact built-surface segment,codex_draft_v1
