pair_id,image_id,segment_id,pixel_count,pixel_fraction,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,centroid_x,centroid_y,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,suggested_class,suggestion_confidence,review_status,notes
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,15,2483,0.00757751,98,8,175,110,138.3,61.781,80.202,91.102,87.641,0.464278,0.230272,0.377204,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,16,1475,0.00450134,282,8,330,66,305.791,37.898,70.478,81.214,77.63,0.460353,0.264503,0.337811,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,17,996,0.00303955,466,12,502,73,483.999,42.628,148.577,150.615,107.124,0.180868,0.295688,0.597291,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,18,1319,0.00402527,192,16,229,89,213.099,48.717,103.911,116.547,131.948,0.578967,0.240657,0.523088,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,19,1071,0.00326843,7,27,65,72,36.893,46.676,64.726,78.018,80.616,0.504704,0.273116,0.327536,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,20,1692,0.00516357,434,29,485,84,455.978,57.947,224.169,196.987,171.987,0.080017,0.233368,0.879093,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,21,2099,0.00640564,495,29,581,81,538.243,60.654,107.317,113.53,94.596,0.272908,0.193786,0.4481,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,22,1472,0.00449219,0,36,56,94,23.478,66.27,115.109,123.014,104.766,0.278202,0.169204,0.484109,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,23,1627,0.00496521,389,38,435,91,414.529,64.347,211.489,192.747,162.477,0.102617,0.231785,0.829368,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,24,1230,0.00375366,174,43,218,111,197.794,74.012,71.975,84.443,84.309,0.456756,0.215808,0.34742,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,25,2163,0.00660095,224,46,285,98,253.221,69.964,212.333,202.69,203.212,0.296431,0.074205,0.842719,concrete_pavement,low,needs_review,bright low-saturation hardscape heuristic
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,26,2631,0.00802917,38,50,122,116,75.441,85.396,55.404,70.766,74.277,0.510511,0.355826,0.307499,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,27,1259,0.00384216,330,56,381,108,357.415,88.2,123.441,129.312,95.054,0.202231,0.265722,0.508013,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,28,2799,0.00854187,460,57,541,118,499.414,90.169,174.351,164.288,137.346,0.150609,0.230253,0.695805,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,29,2007,0.00612488,577,60,639,123,617.298,86.54,195.583,189.498,191.048,0.404575,0.078339,0.785421,concrete_pavement,low,needs_review,bright low-saturation hardscape heuristic
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,30,2290,0.00698853,276,62,344,154,306.374,113.298,153.791,160.461,106.54,0.195396,0.344814,0.632754,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,31,1247,0.00380554,213,64,244,147,226.636,104.412,139.07,146.907,160.195,0.610534,0.147513,0.629346,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,32,1643,0.00501404,521,64,589,130,558.245,94.17,60.95,75.568,84.841,0.548059,0.301483,0.335671,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,33,2047,0.00624695,0,67,53,144,22.344,104.498,55.108,69.89,76.074,0.535291,0.311846,0.300718,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,34,2110,0.00643921,131,67,194,148,162.502,100.764,130.876,141.761,116.908,0.303926,0.214081,0.563274,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,35,4546,0.01387329,564,70,639,207,608.19,134.968,128.092,134.077,144.356,0.589828,0.152497,0.568738,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,36,1874,0.00571899,374,72,430,151,400.255,108.565,98.27,104.003,103.059,0.444583,0.133106,0.42418,asphalt_road,low,needs_review,dark low-saturation hardscape heuristic
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,37,1625,0.00495911,410,74,462,128,436.809,98.329,216.411,191.874,165.419,0.086116,0.236416,0.84867,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,38,1710,0.00521851,161,83,220,149,195.848,117.048,97.072,108.216,93.946,0.330294,0.168002,0.42532,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,39,1516,0.00462646,305,83,361,151,334.914,114.34,73.332,86.331,71.867,0.400133,0.344693,0.353046,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,40,6419,0.01958923,198,88,290,271,240.321,174.096,188.164,184.371,189.676,0.426234,0.090044,0.768722,concrete_pavement,low,needs_review,bright low-saturation hardscape heuristic
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,41,4070,0.01242065,70,90,142,202,108.084,142.761,69.839,83.236,84.428,0.471336,0.285655,0.35237,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,42,1270,0.00387573,527,99,586,163,560.836,133.494,85.57,95.869,85.869,0.373325,0.182534,0.380652,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,43,2128,0.00649414,459,102,528,153,489.762,127.146,208.48,189.281,148.637,0.113097,0.288528,0.817804,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,44,834,0.00254517,129,106,150,170,138.713,139.035,79.297,96.025,117.292,0.592585,0.33238,0.460097,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,45,1791,0.0054657,346,106,399,178,371.574,134.953,140.467,146.597,103.469,0.190702,0.300823,0.576737,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,46,2507,0.00765076,0,110,56,191,21.464,156.235,120.977,125.191,109.141,0.280565,0.157285,0.498478,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,47,2305,0.0070343,419,110,474,179,446.928,143.412,210.621,190.159,151.769,0.110225,0.279051,0.826092,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,48,2094,0.00639038,32,111,94,182,62.479,139.785,50.368,65.45,73.377,0.543493,0.363454,0.291444,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,49,857,0.00261536,520,116,569,156,541.616,134.777,138.433,148.622,96.937,0.201129,0.357291,0.584053,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,50,2022,0.00617065,146,121,218,179,184.118,151.786,71.651,86.201,82.666,0.46585,0.279278,0.355623,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,51,1215,0.00370789,226,124,302,182,267.968,149.743,125.012,132.11,149.803,0.617245,0.216185,0.60018,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,52,1962,0.00598755,368,125,429,189,402.174,157.522,114.036,118.337,101.026,0.235378,0.16014,0.468824,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,53,2032,0.00620117,503,127,546,194,522.615,166.157,213.303,187.483,156.09,0.091943,0.270129,0.836519,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,54,1528,0.00466309,276,130,331,196,308.359,161.227,224.337,209.536,199.042,0.138627,0.118289,0.881922,concrete_pavement,low,needs_review,bright low-saturation hardscape heuristic
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,55,1941,0.00592346,133,143,187,215,158.323,183.19,122.875,136.291,107.25,0.26129,0.225295,0.534961,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,56,1318,0.00402222,310,144,356,212,335.745,178.21,154.526,151.815,134.006,0.16761,0.143967,0.61091,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,57,3003,0.00916443,298,145,408,229,352.16,198.689,95.47,105.805,104.541,0.409541,0.213418,0.442218,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,58,1601,0.00488586,221,146,286,204,254.682,169.827,70.09,85.002,113.755,0.613862,0.393648,0.446097,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,59,1126,0.00343628,41,147,76,216,57.985,186.829,72.442,83.028,83.826,0.478604,0.200315,0.339286,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,60,1720,0.00524902,449,149,505,203,482.157,173.084,206.331,186.645,149.436,0.108647,0.275817,0.80914,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,61,2982,0.00910034,541,150,621,207,578.641,178.57,97.814,107.012,93.245,0.325679,0.213842,0.426702,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,62,1935,0.00590515,262,163,306,232,282.404,201.2,65.974,91.207,112.273,0.58202,0.417501,0.440288,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,63,1783,0.00544128,395,164,449,224,423.782,195.497,73.686,86.899,90.306,0.522618,0.201326,0.358799,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,64,2844,0.0086792,63,169,124,240,98.685,203.297,43.466,59.593,73.868,0.573091,0.426038,0.289737,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,65,1709,0.00521545,135,172,215,226,181.703,197.03,92.045,100.702,103.086,0.533221,0.173496,0.41267,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,66,790,0.00241089,354,173,400,207,378.766,190.727,57.977,71.059,78.07,0.539118,0.272308,0.309564,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,67,1599,0.00487976,432,173,484,229,459.473,202.394,124.463,128.603,114.687,0.320398,0.141662,0.514963,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,68,944,0.00288086,0,178,41,213,16.168,195.585,159.772,153.589,130.327,0.136227,0.18784,0.628717,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,69,1106,0.00337524,484,182,549,229,519.722,203.051,90.139,98.48,114.716,0.596,0.229185,0.451394,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,70,1151,0.00351257,595,182,639,240,621.672,211.266,125.752,133.728,115.753,0.301686,0.183751,0.533159,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,71,2832,0.00864258,526,185,620,256,568.934,222.857,46.282,63.028,74.515,0.549813,0.402794,0.295423,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,72,1281,0.0039093,28,186,91,248,60.964,220.293,113.022,117.785,106.088,0.24899,0.121408,0.466027,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,73,1262,0.00385132,123,189,153,259,136.364,225.643,69.964,90.375,116.513,0.593162,0.401016,0.456912,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,74,2213,0.00675354,253,201,303,272,276.563,243.569,55.901,68.652,95.671,0.615997,0.430748,0.375181,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,75,3321,0.01013489,451,203,561,301,497.466,241.889,202.509,191.712,189.358,0.43843,0.116918,0.813309,concrete_pavement,low,needs_review,bright low-saturation hardscape heuristic
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,76,1572,0.00479736,0,205,43,266,16.122,237.38,213.333,204.324,192.648,0.131836,0.123371,0.845448,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,77,1087,0.00331726,19,207,56,288,36.905,238.682,172.206,169.024,151.829,0.231113,0.170588,0.695278,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,78,2165,0.00660706,152,213,197,314,181.23,249.393,48.197,62.83,68.884,0.549297,0.326182,0.272718,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,79,1895,0.00578308,339,214,386,269,361.114,242.474,31.26,51.111,69.399,0.577666,0.555251,0.272151,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,80,2069,0.00631409,585,215,639,290,617.728,247.36,72.272,86.524,86.393,0.469763,0.281915,0.361536,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,81,2353,0.00718079,372,216,447,270,411.952,240.544,90.472,97.718,119.662,0.643096,0.259278,0.469525,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,82,2839,0.00866394,271,217,393,335,334.02,256.408,82.58,99.468,124.665,0.600142,0.361761,0.488882,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,83,910,0.0027771,502,220,541,251,521.77,239.342,53.568,70.248,101.08,0.609,0.479876,0.396392,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,84,1317,0.00401917,114,226,156,299,133.96,262.191,56.407,73.814,88.75,0.564382,0.381003,0.349985,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,85,1807,0.00551453,434,227,467,325,455.065,268.51,205.226,168.066,161.42,0.2429,0.231428,0.813477,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,86,2980,0.00909424,197,230,264,319,225.174,271.732,165.826,166.924,175.824,0.53443,0.127633,0.701782,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,87,1498,0.00457153,48,233,97,296,74.997,264.136,78.444,90.026,82.591,0.397864,0.188543,0.355845,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,88,1387,0.00423279,85,234,120,300,102.212,265.407,57.734,70.997,75.277,0.50548,0.320425,0.305039,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,89,3175,0.00968933,558,246,625,328,585.496,282.586,39.655,55.789,71.277,0.58036,0.472423,0.279951,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,90,1521,0.00464172,32,247,76,316,51.654,277.385,99.799,115.832,94.034,0.299449,0.210002,0.454296,vegetation_tree,low,needs_review,green-dominant segment; tree/low vegetation must be reviewed
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,91,2856,0.00871582,113,249,193,327,154.32,287.481,94.292,108.685,93.197,0.357528,0.201571,0.428453,unclear_ignore,low,needs_review,heuristic could not assign a reliable surface-cover suggestion
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,92,1850,0.00564575,390,253,446,318,412.799,281.528,75.311,85.75,103.41,0.602675,0.290365,0.405817,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,93,2123,0.00647888,508,253,562,309,537.867,278.252,220.166,208.46,205.917,0.494445,0.09506,0.871811,concrete_pavement,low,needs_review,bright low-saturation hardscape heuristic
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,94,2072,0.00632324,0,254,48,324,17.868,293.43,82.006,101.07,116.091,0.55095,0.315889,0.46134,water,low,needs_review,blue/cyan heuristic; review required
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,95,1340,0.00408936,463,260,501,332,476.019,297.764,212.514,203.92,201.256,0.237257,0.072283,0.840249,concrete_pavement,low,needs_review,bright low-saturation hardscape heuristic
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,DJI_20260107143320_0007,96,963,0.00293884,478,265,516,313,493.745,292.495,98.324,112.24,132.62,0.601043,0.277306,0.520255,water,low,needs_review,blue/cyan heuristic; review required
